,0
367,make
368,sure
369,you
370,have
371,an
372,appropriate
373,shield
374,before
375,attempting
376,to
377,Successfully
378,doing
379,so
380,will
381,cancel
382,the
383,attack
384,and
385,cause
386,them
387,to
388,stagger
389,in
390,a
391,unique
392,animation
393,leaving
394,them
395,open
396,for
397,a
398,riposte
399,Parries
400,are
401,an
402,advanced
403,technique
404,and
405,hence
406,will
407,require
408,practice
409,to
410,and
411,there
412,are
413,points
414,one
415,should
416,note
417,to
418,understand
419,the
420,action
421,and
422,make
423,best
424,use
425,of
426,enemy
427,attacks
428,cannot
429,be
430,parried
431,for
432,some
433,two
434,handed
435,attacks
436,cannot
437,be
438,enemies
439,and
440,their
441,various
442,forms
443,of
444,melee
445,attack
446,have
447,different
448,sized
449,windows
450,of
451,opportunity
452,in
453,which
454,you
455,can
456,successfully
457,parry
458,speed
459,at
460,which
461,you
462,are
463,able
464,to
465,perform
466,the
467,parry
468,move
469,will
470,depend
471,on
472,the
473,shield
474,in
475,There
476,is
477,the
478,Fast
479,Parry
480,delivered
481,by
482,small
483,Special
484,Parry
485,delivered
486,by
487,the
488,Target
489,and
490,Parrying
491,and
492,standard
493,parry
494,delivered
495,by
496,every
497,other
498,form
499,of
500,If
501,you
502,fail
503,your
504,timing
505,you
506,will
507,be
508,left
509,wide
510,open
511,to
512,the
513,enemy
514,as
515,well
516,so
517,very
518,risky
519,to
520,try
521,it
522,on
523,powerful
524,slightly
525,out
526,of
527,time
528,or
529,attempting
530,to
531,parry
532,an
533,arrow
534,or
535,an
536,attack
537,that
538,be
539,parried
540,will
541,result
542,in
543,a
544,Partial
545,The
546,enemy
547,will
548,hit
549,you
550,but
551,part
552,of
553,the
554,damage
555,will
556,be
557,practicing
558,the
559,you
560,can
561,hold
562,down
563,the
564,block
565,button
566,and
567,press
568,the
569,parry
570,Parries
571,on
572,computer
573,enemies
574,are
575,generally
576,not
577,subject
578,to
579,lag
580,and
581,can
582,be
583,accomplished
584,based
585,on
586,visual
587,cues
588,tied
589,to
590,when
591,the
592,attack
593,is
594,about
595,to
596,strike
597,In
598,player
599,network
600,lag
601,can
602,make
603,parries
604,a
605,little
606,difficult
607,to
608,and
609,the
610,attempt
611,to
612,parry
613,must
614,often
615,be
616,made
617,before
618,your
619,opponent
620,even
621,begins
622,to
623,swing
624,least
625,from
626,what
627,you
628,see
629,on
630,your
631,due
632,to
633,the
634,These
635,are
636,usually
637,referred
638,to
639,as
640,where
641,you
642,parry
643,based
644,on
645,your
646,prediction
647,that
648,the
649,opponent
650,is
651,about
652,to
653,swing
654,at
655,Players
656,learning
657,how
658,to
659,parry
660,should
661,therefore
662,first
663,practice
664,the
665,basic
666,concepts
667,and
668,techniques
669,on
670,computer
671,with
672,the
673,understanding
674,that
675,learning
676,to
677,parry
678,other
679,players
680,is
681,an
682,even
683,more
684,challenging
685,and
686,advanced
687,successfully
688,parrying
689,an
690,enemy
691,signified
692,by
693,a
694,unique
695,sound
696,effect
697,and
698,the
699,sight
700,of
701,your
702,attacker
703,if
704,you
705,rapidly
706,follow
707,with
708,a
709,normal
710,attack
711,and
712,are
713,close
714,enough
715,to
716,the
717,a
718,riposte
719,will
720,be
721,Ripostes
722,are
723,even
724,deadlier
725,versions
726,of
727,critical
728,attacks
729,than
730,backstabs
731,and
732,can
733,easily
734,kill
735,enemies
736,in
737,one
738,Similar
739,to
740,the
741,riposte
742,animation
743,will
744,make
745,you
746,invulnerable
747,for
748,a
749,brief
750,period
751,of
752,which
753,can
754,be
755,invaluable
756,if
757,you
758,are
759,facing
760,multiple
761,you
762,are
763,subjected
764,to
765,a
766,status
767,attack
768,a
769,status
770,bar
771,will
772,appear
773,on
774,the
775,bottom
776,of
777,the
778,screen
779,and
780,begin
781,to
782,The
783,size
784,of
785,the
786,bar
787,is
788,tied
789,to
790,your
791,resistance
792,to
793,the
794,aliment
795,being
796,If
797,the
798,bar
799,completely
800,fills
801,you
802,will
803,suffer
804,the
805,effect
806,of
807,the
808,The
809,bar
810,will
811,slowly
812,recover
813,so
814,long
815,as
816,you
817,are
818,not
819,being
820,affected
821,by
822,the
823,status
824,so
825,if
826,for
827,example
828,you
829,are
830,facing
831,poisonous
832,terrain
833,with
834,various
835,islands
836,of
837,clear
838,you
839,can
840,wait
841,on
842,each
843,patch
844,of
845,dry
846,land
847,for
848,your
849,poison
850,status
851,bar
852,to
853,recover
854,before
855,continuing
856,and
857,thereby
858,avoid
859,being
860,Most
861,of
862,the
863,below
864,aliments
865,are
866,more
867,commonly
868,encountered
869,when
870,facing
871,computer
872,enemies
873,and
874,environmental
875,but
876,there
877,are
878,some
879,items
880,that
881,enable
882,players
883,to
884,inflicted
885,status
886,effects
887,on
888,one
889,other
890,the
891,exception
892,of
893,Deals
894,damage
895,over
896,time
897,for
898,its
899,duration
900,and
901,cuts
902,all
903,healing
904,in
905,While
906,the
907,damage
908,over
909,time
910,especially
911,as
912,a
913,low
914,the
915,heal
916,cut
917,can
918,be
919,life
920,Deals
921,very
922,high
923,damage
924,over
925,If
926,left
927,it
928,can
929,easily
930,kill
931,the
932,player
933,in
934,less
935,than
936,Cure
937,it
938,as
939,soon
940,as
941,Instantly
942,kills
943,the
944,player
945,and
946,cuts
947,the
948,remaining
949,HP
950,in
951,half
952,after
953,the
954,player
955,returns
956,to
957,their
958,previous
959,As
960,of
961,patch
962,Curse
963,stack
964,may
965,get
966,cursed
967,while
968,but
969,your
970,HP
971,be
972,halved
973,If
974,your
975,best
976,option
977,is
978,to
979,seek
980,a
981,cure
982,The
983,HP
984,reduction
985,only
986,affects
987,standard
988,HP
989,gained
990,from
991,be
992,Curse
993,may
994,be
995,cured
996,by
997,a
998,Purging
999,Stone
1000,or
1001,by
1002,an
1003,NPC
1004,named
1005,Ingward
1006,located
1007,deep
1008,in
1009,the
1010,New
1011,Londo
1012,It
1013,is
1014,wise
1015,to
1016,always
1017,carry
1018,a
1019,few
1020,Purging
1021,as
1022,being
1023,cursed
1024,can
1025,make
1026,it
1027,difficult
1028,to
1029,return
1030,to
1031,a
1032,vendor
1033,or
1034,Ingward
1035,if
1036,you
1037,do
1038,not
1039,have
1040,a
1041,cure
1042,Bleeding
1043,deals
1044,medium
1045,instant
1046,This
1047,damage
1048,ignores
1049,armor
1050,and
1051,goes
1052,straight
1053,to
1054,the
1055,Fast
1056,attacking
1057,weapons
1058,like
1059,Knife
1060,or
1061,Katanas
1062,can
1063,easily
1064,inflict
1065,bleeding
1066,effects
1067,in
1068,one
1069,Prevent
1070,constant
1071,hits
1072,to
1073,avoid
1074,taking
1075,this
1076,When
1077,the
1078,Bleeding
1079,gauge
1080,is
1081,it
1082,takes
1083,of
1084,your
1085,maximum
1086,and
1087,sometimes
1088,if
1089,a
1090,special
1091,weapon
1092,is
1093,A
1094,very
1095,important
1096,statistic
1097,which
1098,determines
1099,your
1100,ability
1101,to
1102,resist
1103,having
1104,your
1105,namely
1106,having
1107,your
1108,own
1109,actions
1110,interrupted
1111,when
1112,you
1113,are
1114,struck
1115,by
1116,an
1117,With
1118,low
1119,you
1120,will
1121,be
1122,more
1123,easily
1124,sometimes
1125,staggered
1126,when
1127,struck
1128,by
1129,an
1130,which
1131,can
1132,interrupt
1133,your
1134,own
1135,attack
1136,or
1137,spell
1138,and
1139,possibly
1140,subject
1141,you
1142,to
1143,a
1144,fatal
1145,if
1146,your
1147,opponent
1148,has
1149,sufficient
1150,stamina
1151,and
1152,speed
1153,to
1154,keep
1155,hitting
1156,you
1157,and
1158,preventing
1159,you
1160,from
1161,Working
1162,like
1163,other
1164,Status
1165,there
1166,is
1167,a
1168,invisible
1169,bar
1170,that
1171,fills
1172,with
1173,the
1174,attacks
1175,you
1176,receive
1177,strength
1178,of
1179,the
1180,attack
1181,changes
1182,how
1183,much
1184,it
1185,and
1186,when
1187,filled
1188,you
1189,will
1190,be
1191,staggered
1192,by
1193,the
1194,Small
1195,weapons
1196,like
1197,daggers
1198,are
1199,greatly
1200,affected
1201,by
1202,Poise
1203,as
1204,they
1205,will
1206,rarely
1207,stagger
1208,an
1209,while
1210,great
1211,swords
1212,and
1213,other
1214,big
1215,weapons
1216,are
1217,mostly
1218,unaffected
1219,by
1220,it
1221,as
1222,a
1223,single
1224,strike
1225,will
1226,be
1227,able
1228,to
1229,stagger
1230,foes
1231,even
1232,with
1233,high
1234,Poise
1235,is
1236,affected
1237,by
1238,your
1239,equipped
1240,and
1241,also
1242,by
1243,the
1244,Wolf
1245,Each
1246,wearable
1247,item
1248,has
1249,a
1250,Poise
1251,rating
1252,which
1253,may
1254,be
1255,viewed
1256,in
1257,its
1258,Your
1259,overall
1260,Poise
1261,which
1262,may
1263,be
1264,viewed
1265,in
1266,the
1267,upper
1268,right
1269,hand
1270,corner
1271,of
1272,your
1273,Character
1274,information
1275,is
1276,the
1277,sum
1278,of
1279,all
1280,the
1281,Poise
1282,ratings
1283,of
1284,your
1285,As
1286,a
1287,general
1288,rule
1289,of
1290,light
1291,gear
1292,has
1293,while
1294,heavy
1295,armor
1296,often
1297,provides
1298,significant
1299,Many
1300,players
1301,seek
1302,to
1303,have
1304,at
1305,least
1306,poise
1307,to
1308,ensure
1309,they
1310,cannot
1311,be
1312,staggered
1313,by
1314,the
1315,first
1316,attack
1317,of
1318,all
1319,but
1320,the
1321,heaviest
1322,of
1323,while
1324,a
1325,poise
1326,of
1327,should
1328,prevent
1329,a
1330,player
1331,from
1332,being
1333,stunned
1334,by
1335,the
1336,first
1337,attack
1338,of
1339,any
1340,including
1341,ultra
1342,Even
1343,with
1344,very
1345,high
1346,it
1347,is
1348,still
1349,possible
1350,to
1351,be
1352,staggered
1353,or
1354,even
1355,knocked
1356,down
1357,by
1358,certain
1359,magical
1360,attacks
1361,or
1362,other
1363,is
1364,required
1365,for
1366,the
1367,majority
1368,of
1369,the
1370,weapons
1371,to
1372,It
1373,is
1374,a
1375,weapon
1376,damage
1377,modifier
1378,and
1379,controls
1380,the
1381,Attack
1382,Power
1383,that
1384,increase
1385,your
1386,damage
1387,output
1388,for
1389,weapons
1390,that
1391,has
1392,strength
1393,More
1394,strength
1395,points
1396,is
1397,required
1398,for
1399,larger
1400,and
1401,heavier
1402,weapons
1403,to
1404,Strength
1405,does
1406,NOT
1407,affect
1408,your
1409,weapon
1410,swing
1411,weapons
1412,require
1413,a
1414,minimum
1415,strength
1416,level
1417,to
1418,be
1419,wielded
1420,the
1421,weapon
1422,will
1423,give
1424,a
1425,strength
1426,affecting
1427,both
1428,the
1429,weapon
1430,requirements
1431,and
1432,damage
1433,you
1434,do
1435,not
1436,meet
1437,the
1438,minimum
1439,strength
1440,the
1441,weapon
1442,damage
1443,is
1444,decreased
1445,and
1446,the
1447,moveset
1448,is
1449,altered
1450,to
1451,a
1452,single
1453,slow
1454,is
1455,the
1456,only
1457,stat
1458,that
1459,affects
1460,the
1461,but
1462,not
1463,meeting
1464,the
1465,Intelligence
1466,or
1467,Faith
1468,requirements
1469,of
1470,the
1471,weapon
1472,will
1473,make
1474,it
1475,rebound
1476,upon
1477,and
1478,also
1479,decrease
1480,the
1481,is
1482,especially
1483,useful
1484,for
1485,Ultra
1486,Axes
1487,and
1488,Great
1489,Hammers
1490,and
1491,Great
1492,an
1493,statistic
1494,that
1495,increases
1496,your
1497,resistance
1498,to
1499,being
1500,staggered
1501,or
1502,as
1503,an
1504,effect
1505,of
1506,taking
1507,hits
1508,from
1509,an
1510,attack
1511,interrupts
1512,your
1513,High
1514,poise
1515,will
1516,allow
1517,you
1518,to
1519,perform
1520,an
1521,action
1522,to
1523,completion
1524,despite
1525,being
1526,hit
1527,by
1528,enemies
1529,in
1530,their
1531,course
1532,swinging
1533,a
1534,slow
1535,or
1536,casting
1537,an
1538,attacks
1539,causes
1540,you
1541,to
1542,temporarily
1543,be
1544,leaving
1545,you
1546,vulnerable
1547,to
1548,consecutive
1549,Poise
1550,will
1551,allow
1552,you
1553,to
1554,soak
1555,up
1556,heavier
1557,hits
1558,and
1559,increase
1560,the
1561,number
1562,of
1563,consecutive
1564,hits
1565,you
1566,can
1567,take
1568,before
1569,getting
1570,is
1571,a
1572,passive
1573,trait
1574,that
1575,is
1576,raised
1577,by
1578,wearing
1579,armor
1580,that
1581,gives
1582,you
1583,equiping
1584,the
1585,Wolf
1586,casting
1587,Iron
1588,Flesh
1589,using
1590,the
1591,Greatshield
1592,stoneskin
1593,that
1594,both
1595,Iron
1596,Flesh
1597,and
1598,the
1599,stoneskin
1600,buff
1601,are
1602,personal
1603,buffs
1604,and
1605,cannot
1606,be
1607,used
1608,in
1609,as
1610,the
1611,maximum
1612,value
1613,of
1614,an
1615,invisible
1616,Whenever
1617,hit
1618,by
1619,an
1620,that
1621,has
1622,an
1623,invisible
1624,which
1625,decreases
1626,your
1627,poise
1628,bar
1629,by
1630,that
1631,Consecutively
1632,receiving
1633,attacks
1634,will
1635,continue
1636,to
1637,decrease
1638,the
1639,bar
1640,When
1641,it
1642,hits
1643,your
1644,character
1645,will
1646,most
1647,important
1648,breakpoints
1649,are
1650,to
1651,take
1652,all
1653,the
1654,quickest
1655,or
1656,to
1657,take
1658,one
1659,of
1660,all
1661,the
1662,most
1663,dangerous
1664,attacks
1665,for
1666,Black
1667,and
1668,to
1669,take
1670,an
1671,attack
1672,which
1673,deals
1674,poise
1675,Breakpoints
1676,are
1677,highly
1678,dependent
1679,on
1680,what
1681,build
1682,one
1683,is
1684,As
1685,an
1686,there
1687,is
1688,no
1689,immediate
1690,reason
1691,to
1692,use
1693,poise
1694,against
1695,a
1696,Quality
1697,build
1698,and
1699,which
1700,may
1701,use
1702,a
1703,Murakumo
1704,or
1705,a
1706,poise
1707,would
1708,take
1709,a
1710,single
1711,light
1712,attack
1713,of
1714,However
1715,those
1716,builds
1717,are
1718,capable
1719,of
1720,swapping
1721,to
1722,a
1723,Spear
1724,or
1725,Curved
1726,against
1727,which
1728,poise
1729,would
1730,give
1731,a
1732,significant
1733,and
1734,having
1735,invested
1736,into
1737,getting
1738,instead
1739,of
1740,poise
1741,will
1742,instead
1743,be
1744,a
1745,staggered
1746,is
1747,a
1748,very
1749,serious
1750,and
1751,can
1752,become
1753,very
1754,difficult
1755,when
1756,surrounded
1757,by
1758,numerous
1759,staggered
1760,means
1761,that
1762,you
1763,will
1764,not
1765,be
1766,able
1767,to
1768,control
1769,your
1770,character
1771,after
1772,taking
1773,a
1774,heavy
1775,blow
1776,from
1777,an
1778,should
1779,also
1780,be
1781,important
1782,to
1783,remember
1784,that
1785,two
1786,handing
1787,a
1788,single
1789,weapon
1790,increases
1791,the
1792,poise
1793,break
1794,damage
1795,and
1796,can
1797,be
1798,used
1799,to
1800,stagger
1801,opponents
1802,that
1803,some
1804,attacks
1805,cause
1806,instant
1807,and
1808,is
1809,not
1810,dependent
1811,on
1812,your
1813,Poise
1814,Break
1815,has
1816,been
1817,found
1818,that
1819,certain
1820,weapon
1821,classes
1822,will
1823,stun
1824,people
1825,at
1826,very
1827,specific
1828,poise
1829,For
1830,example
1831,Ultra
1832,Greatswords
1833,when
1834,used
1835,will
1836,stun
1837,anyone
1838,at
1839,poise
1840,or
1841,So
1842,a
1843,poise
1844,of
1845,will
1846,prevent
1847,you
1848,being
1849,stunlocked
1850,by
1851,a
1852,hit
1853,from
1854,an
1855,However
1856,these
1857,values
1858,will
1859,only
1860,save
1861,you
1862,from
1863,If
1864,you
1865,are
1866,hit
1867,again
1868,before
1869,your
1870,empties
1871,completely
1872,you
1873,will
1874,be
1875,time
1876,a
1877,hit
1878,is
1879,poise
1880,will
1881,reduce
1882,and
1883,remain
1884,briefly
1885,frozen
1886,at
1887,the
1888,latest
1889,value
1890,does
1891,not
1892,regenerate
1893,steadily
1894,like
1895,This
1896,means
1897,that
1898,if
1899,a
1900,player
1901,with
1902,poise
1903,gets
1904,hit
1905,by
1906,an
1907,attack
1908,that
1909,drains
1910,the
1911,player
1912,will
1913,then
1914,have
1915,exactly
1916,poise
1917,for
1918,the
1919,next
1920,few
1921,A
1922,hidden
1923,timer
1924,is
1925,triggered
1926,with
1927,each
1928,hit
1929,that
1930,is
1931,and
1932,if
1933,it
1934,completes
1935,before
1936,another
1937,hit
1938,is
1939,poise
1940,will
1941,instantly
1942,refill
1943,back
1944,to
1945,world
1946,of
1947,Dark
1948,Souls
1949,is
1950,a
1951,world
1952,of
1953,Kingdoms
1954,rise
1955,and
1956,ages
1957,come
1958,and
1959,and
1960,even
1961,time
1962,can
1963,end
1964,and
1965,restart
1966,as
1967,the
1968,flame
1969,fades
1970,and
1971,is
1972,These
1973,cycles
1974,are
1975,linked
1976,to
1977,the
1978,First
1979,a
1980,mysterious
1981,manifestation
1982,of
1983,life
1984,that
1985,divides
1986,and
1987,defines
1988,separate
1989,states
1990,such
1991,as
1992,heat
1993,and
1994,or
1995,life
1996,and
1997,As
1998,the
1999,First
2000,Flame
2001,these
2002,differences
2003,also
2004,begin
2005,to
2006,such
2007,as
2008,life
2009,and
2010,death
2011,having
2012,little
2013,and
2014,humans
2015,becoming
2016,The
2017,onset
2018,of
2019,an
2020,Age
2021,of
2022,the
2023,time
2024,when
2025,the
2026,First
2027,Flame
2028,has
2029,fully
2030,is
2031,marked
2032,by
2033,endless
2034,rampant
2035,and
2036,reality
2037,breaking
2038,lands
2039,collapsing
2040,and
2041,converging
2042,on
2043,one
2044,people
2045,mutating
2046,into
2047,darkness
2048,covering
2049,the
2050,and
2051,the
2052,Gods
2053,losing
2054,their
2055,To
2056,avoid
2057,this
2058,and
2059,prolong
2060,the
2061,Age
2062,of
2063,the
2064,bearer
2065,of
2066,a
2067,powerful
2068,soul
2069,must
2070,themselves
2071,to
2072,the
2073,First
2074,becoming
2075,the
2076,fuel
2077,for
2078,another
2079,If
2080,this
2081,is
2082,not
2083,the
2084,First
2085,Flame
2086,will
2087,eventually
2088,and
2089,an
2090,Age
2091,of
2092,Dark
2093,will
2094,powerful
2095,Lord
2096,Souls
2097,were
2098,taken
2099,from
2100,the
2101,First
2102,used
2103,to
2104,defeat
2105,the
2106,and
2107,then
2108,to
2109,establish
2110,Souls
2111,are
2112,inextricably
2113,linked
2114,to
2115,Souls
2116,are
2117,and
2118,life
2119,is
2120,it
2121,stands
2122,to
2123,reason
2124,that
2125,souls
2126,are
2127,as
2128,Without
2129,the
2130,First
2131,Flame
2132,and
2133,without
2134,there
2135,is
2136,no
2137,The
2138,bearer
2139,of
2140,a
2141,strong
2142,called
2143,a
2144,who
2145,links
2146,themselves
2147,to
2148,the
2149,First
2150,is
2151,thus
2152,rekindling
2153,the
2154,flames
2155,with
2156,their
2157,own
2158,returning
2159,life
2160,to
2161,In
2162,the
2163,one
2164,could
2165,expect
2166,that
2167,all
2168,souls
2169,will
2170,have
2171,been
2172,returned
2173,to
2174,the
2175,First
2176,and
2177,the
2178,Age
2179,of
2180,Fire
2181,will
2182,have
2183,effectively
2184,ended
2185,is
2186,inevitable
2187,that
2188,people
2189,try
2190,to
2191,find
2192,a
2193,way
2194,around
2195,another
2196,way
2197,to
2198,continue
2199,the
2200,Age
2201,of
2202,Fire
2203,without
2204,making
2205,but
2206,in
2207,every
2208,case
2209,they
2210,In
2211,the
2212,first
2213,Age
2214,of
2215,the
2216,Witch
2217,of
2218,Izalith
2219,attempted
2220,to
2221,create
2222,a
2223,duplicate
2224,of
2225,the
2226,First
2227,Flame
2228,using
2229,her
2230,witchcraft
2231,and
2232,a
2233,special
2234,but
2235,failed
2236,Instead
2237,of
2238,making
2239,another
2240,First
2241,she
2242,had
2243,created
2244,a
2245,twisted
2246,Flame
2247,of
2248,Chaos
2249,that
2250,produced
2251,distortions
2252,of
2253,turning
2254,herself
2255,and
2256,all
2257,her
2258,daughters
2259,into
2260,These
2261,demons
2262,were
2263,and
2264,wandered
2265,the
2266,Gwyn
2267,gathered
2268,up
2269,his
2270,armies
2271,and
2272,fought
2273,the
2274,demons
2275,of
2276,eventually
2277,driving
2278,them
2279,back
2280,and
2281,shackling
2282,the
2283,Bed
2284,of
2285,Chaos
2286,to
2287,bind
2288,Knowing
2289,that
2290,the
2291,Age
2292,of
2293,Fire
2294,was
2295,nearing
2296,its
2297,under
2298,the
2299,guidance
2300,of
2301,the
2302,primordial
2303,serpent
2304,Kingseeker
2305,Gwyn
2306,offered
2307,himself
2308,to
2309,the
2310,First
2311,Flame
2312,to
2313,stave
2314,off
2315,the
2316,As
2317,the
2318,flames
2319,surged
2320,with
2321,new
2322,the
2323,knights
2324,who
2325,followed
2326,him
2327,in
2328,were
2329,burnt
2330,by
2331,the
2332,flames
2333,and
2334,now
2335,wander
2336,the
2337,world
2338,as
2339,the
2340,Black
2341,hollow
2342,shells
2343,of
2344,armor
2345,who
2346,attack
2347,he
2348,left
2349,to
2350,link
2351,the
2352,First
2353,Gwyn
2354,gave
2355,fragments
2356,of
2357,his
2358,soul
2359,to
2360,his
2361,followers
2362,and
2363,and
2364,his
2365,four
2366,strongest
2367,knights
2368,who
2369,fought
2370,against
2371,the
2372,Seath
2373,the
2374,who
2375,betrayed
2376,the
2377,dragons
2378,and
2379,played
2380,a
2381,crucial
2382,role
2383,in
2384,the
2385,and
2386,was
2387,also
2388,granted
2389,the
2390,title
2391,of
2392,Duke
2393,and
2394,permission
2395,to
2396,build
2397,a
2398,grand
2399,archive
2400,to
2401,conduct
2402,his
2403,and
2404,the
2405,Four
2406,Kings
2407,of
2408,New
2409,who
2410,ruled
2411,a
2412,city
2413,of
2414,In
2415,another
2416,primordial
2417,serpent
2418,convinced
2419,the
2420,people
2421,of
2422,the
2423,human
2424,kingdom
2425,of
2426,Oolacile
2427,to
2428,delve
2429,into
2430,the
2431,darkness
2432,of
2433,the
2434,Abyss
2435,to
2436,unearth
2437,the
2438,grave
2439,of
2440,an
2441,ancient
2442,Whether
2443,through
2444,their
2445,actions
2446,or
2447,some
2448,other
2449,the
2450,primordial
2451,human
2452,Manus
2453,was
2454,resurrected
2455,and
2456,driven
2457,to
2458,and
2459,his
2460,wild
2461,Humanity
2462,caused
2463,the
2464,people
2465,of
2466,Oolacile
2467,to
2468,mutate
2469,into
2470,Father
2471,of
2472,the
2473,began
2474,to
2475,rapidly
2476,spread
2477,Dark
2478,and
2479,accelerate
2480,the
2481,growth
2482,of
2483,the
2484,and
2485,started
2486,an
2487,early
2488,Age
2489,of
2490,Dark
2491,had
2492,he
2493,not
2494,been
2495,Even
2496,the
2497,kingdom
2498,of
2499,Oolacile
2500,was
2501,lost
2502,to
2503,the
2504,and
2505,eventually
2506,forgotten
2507,in
2508,the
2509,modern
2510,Nothing
2511,remains
2512,in
2513,the
2514,present
2515,day
2516,to
2517,mark
2518,the
2519,passing
2520,of
2521,this
2522,land
2523,save
2524,for
2525,the
2526,princess
2527,of
2528,youngest
2529,son
2530,together
2531,with
2532,Kingseeker
2533,sheperds
2534,the
2535,humans
2536,by
2537,Together
2538,they
2539,built
2540,giant
2541,asylums
2542,to
2543,house
2544,the
2545,countless
2546,hoping
2547,against
2548,hope
2549,that
2550,one
2551,of
2552,them
2553,would
2554,be
2555,chosen
2556,to
2557,defeat
2558,the
2559,Asylum
2560,and
2561,fulfill
2562,their
2563,The
2564,Undead
2565,are
2566,sent
2567,on
2568,a
2569,quest
2570,to
2571,ring
2572,the
2573,Bells
2574,of
2575,collect
2576,the
2577,slay
2578,the
2579,bearers
2580,of
2581,then
2582,offer
2583,those
2584,souls
2585,to
2586,the
2587,Lordvessel
2588,to
2589,open
2590,the
2591,path
2592,to
2593,the
2594,Kiln
2595,of
2596,the
2597,First
2598,In
2599,doing
2600,the
2601,unnatural
2602,Undead
2603,are
2604,given
2605,true
2606,death
2607,and
2608,the
2609,living
2610,can
2611,enjoy
2612,another
2613,age
2614,of
2615,fire
2616,for
2617,a
2618,thousand
2619,while
2620,the
2621,Undead
2622,linked
2623,to
2624,the
2625,First
2626,Flame
2627,will
2628,continue
2629,to
2630,alive
2631,and
2632,until
2633,someone
2634,else
2635,comes
2636,to
2637,take
2638,their
2639,And
2640,the
2641,cycle
2642,as
2643,the
2644,land
2645,of
2646,the
2647,ancient
2648,where
2649,their
2650,kingdoms
2651,This
2652,is
2653,where
2654,the
2655,game
2656,takes
2657,and
2658,it
2659,is
2660,a
2661,dangerous
2662,area
2663,Containing
2664,a
2665,great
2666,variety
2667,of
2668,environments
2669,and
2670,filled
2671,with
2672,many
2673,dangerous
2674,any
2675,resolve
2676,will
2677,be
2678,tested
2679,to
2680,the
